share_id,expense_id,person_id,expense_date,category_id,share_amount_dkk,is_payer
280,72,2,2025-11-27,6,51.78,True
281,72,1,2025-11-27,6,51.78,False
282,73,2,2025-11-27,7,202.51,True
283,73,3,2025-11-27,7,202.51,False
284,74,1,2025-11-28,5,77.35,False
285,74,2,2025-11-28,5,77.36,True
286,74,3,2025-11-28,5,77.36,False
287,74,4,2025-11-28,5,77.36,False
288,75,1,2025-11-28,6,141.31,True
289,75,2,2025-11-28,6,141.33,False
290,75,3,2025-11-28,6,141.33,False
291,75,4,2025-11-28,6,141.33,False
292,76,1,2025-11-29,4,153.86,False
293,76,2,2025-11-29,4,153.85,True
294,76,3,2025-11-29,4,153.85,False
295,76,4,2025-11-29,4,153.85,False
296,77,1,2025-11-29,5,22.56,True
297,77,2,2025-11-29,5,22.56,False
298,77,3,2025-11-29,5,22.56,False
299,77,4,2025-11-29,5,22.56,False
300,78,1,2025-11-30,5,75.61,True
301,78,2,2025-11-30,5,75.60,False
302,78,3,2025-11-30,5,75.60,False
303,78,4,2025-11-30,5,75.60,False
304,79,1,2025-12-01,1,2100.00,False
305,79,2,2025-12-01,1,2100.00,False
306,79,3,2025-12-01,1,2100.00,True
307,79,4,2025-12-01,1,2100.00,False
308,80,1,2025-12-01,2,586.09,False
309,80,2,2025-12-01,2,586.10,False
310,80,3,2025-12-01,2,586.10,True
311,80,4,2025-12-01,2,586.10,False
312,81,1,2025-12-01,3,86.11,False
313,81,2,2025-12-01,3,86.11,True
314,81,3,2025-12-01,3,86.11,False
315,81,4,2025-12-01,3,86.11,False
316,82,1,2025-12-01,4,74.70,True
317,82,2,2025-12-01,4,74.71,False
318,82,3,2025-12-01,4,74.71,False
319,82,4,2025-12-01,4,74.71,False
320,83,1,2025-12-03,4,174.67,True
321,83,2,2025-12-03,4,174.68,False
322,83,3,2025-12-03,4,174.68,False
323,83,4,2025-12-03,4,174.68,False
324,84,1,2025-12-04,4,75.14,True
325,84,2,2025-12-04,4,75.16,False
326,84,3,2025-12-04,4,75.16,False
327,84,4,2025-12-04,4,75.16,False
328,85,1,2025-12-06,6,192.54,True
329,85,2,2025-12-06,6,192.55,False
330,85,3,2025-12-06,6,192.55,False
331,85,4,2025-12-06,6,192.55,False
332,86,1,2025-12-08,6,202.85,False
333,86,2,2025-12-08,6,202.84,False
334,86,3,2025-12-08,6,202.84,True
335,86,4,2025-12-08,6,202.84,False
336,87,1,2025-12-09,4,54.56,False
337,87,2,2025-12-09,4,54.55,False
338,87,3,2025-12-09,4,54.55,False
339,87,4,2025-12-09,4,54.55,True
340,88,1,2025-12-12,5,43.74,True
341,88,2,2025-12-12,5,43.75,False
342,88,3,2025-12-12,5,43.75,False
343,88,4,2025-12-12,5,43.75,False
344,89,1,2025-12-13,4,172.60,False
345,89,2,2025-12-13,4,172.61,False
346,89,3,2025-12-13,4,172.61,True
347,89,4,2025-12-13,4,172.61,False
348,90,1,2025-12-13,5,49.39,True
349,90,2,2025-12-13,5,49.38,False
350,90,3,2025-12-13,5,49.38,False
351,90,4,2025-12-13,5,49.38,False
352,91,1,2025-12-14,4,190.08,False
353,91,2,2025-12-14,4,190.09,True
354,91,3,2025-12-14,4,190.09,False
355,91,4,2025-12-14,4,190.09,False
356,92,1,2025-12-19,4,57.99,False
357,92,2,2025-12-19,4,57.99,False
358,92,3,2025-12-19,4,57.99,False
359,92,4,2025-12-19,4,57.99,True
360,93,1,2025-12-19,6,74.17,False
361,93,3,2025-12-19,6,74.18,False
362,93,2,2025-12-19,6,74.18,False
363,93,4,2025-12-19,6,74.18,True
364,94,1,2025-12-20,4,186.21,False
365,94,2,2025-12-20,4,186.20,False
366,94,3,2025-12-20,4,186.20,False
367,94,4,2025-12-20,4,186.20,True
368,95,1,2025-12-23,4,29.01,False
369,95,2,2025-12-23,4,29.03,False
370,95,3,2025-12-23,4,29.03,True
371,95,4,2025-12-23,4,29.03,False
372,96,1,2025-12-26,4,98.56,False
373,96,2,2025-12-26,4,98.55,False
374,96,3,2025-12-26,4,98.55,True
375,96,4,2025-12-26,4,98.55,False
376,97,1,2025-12-27,7,52.57,True
377,97,2,2025-12-27,7,52.59,False
378,97,3,2025-12-27,7,52.59,False
379,97,4,2025-12-27,7,52.59,False
380,98,1,2025-12-28,4,170.08,True
381,98,2,2025-12-28,4,170.08,False
382,98,3,2025-12-28,4,170.08,False
383,98,4,2025-12-28,4,170.08,False
384,99,1,2025-12-29,4,204.65,False
385,99,2,2025-12-29,4,204.66,False
386,99,3,2025-12-29,4,204.66,False
387,99,4,2025-12-29,4,204.66,True
388,100,1,2026-01-01,1,2100.00,True
389,100,2,2026-01-01,1,2100.00,False
390,100,3,2026-01-01,1,2100.00,False
391,100,4,2026-01-01,1,2100.00,False
392,101,1,2026-01-01,2,678.97,False
393,101,2,2026-01-01,2,678.96,False
394,101,3,2026-01-01,2,678.96,False
395,101,4,2026-01-01,2,678.96,True
396,102,1,2026-01-01,3,84.68,True
397,102,2,2026-01-01,3,84.69,False
398,102,3,2026-01-01,3,84.69,False
399,102,4,2026-01-01,3,84.69,False
400,103,1,2026-01-01,6,63.12,True
401,103,2,2026-01-01,6,63.11,False
402,103,3,2026-01-01,6,63.11,False
403,103,4,2026-01-01,6,63.11,False
404,104,1,2026-01-02,4,43.07,True
405,104,2,2026-01-02,4,43.08,False
406,104,3,2026-01-02,4,43.08,False
407,104,4,2026-01-02,4,43.08,False
408,105,1,2026-01-02,5,50.63,True
409,105,2,2026-01-02,5,50.62,False
410,105,3,2026-01-02,5,50.62,False
411,105,4,2026-01-02,5,50.62,False
412,106,1,2026-01-03,4,149.88,False
413,106,2,2026-01-03,4,149.89,False
414,106,3,2026-01-03,4,149.89,False
415,106,4,2026-01-03,4,149.89,True
416,107,1,2026-01-03,5,70.06,False
417,107,2,2026-01-03,5,70.08,False
418,107,3,2026-01-03,5,70.08,True
419,107,4,2026-01-03,5,70.08,False
420,108,1,2026-01-05,6,48.52,False
421,108,2,2026-01-05,6,48.52,False
422,108,3,2026-01-05,6,48.52,True
423,108,4,2026-01-05,6,48.52,False
424,109,1,2026-01-06,5,53.26,False
425,109,2,2026-01-06,5,53.25,False
426,109,3,2026-01-06,5,53.25,True
427,109,4,2026-01-06,5,53.25,False
428,110,1,2026-01-07,4,180.41,False
429,110,2,2026-01-07,4,180.40,False
430,110,3,2026-01-07,4,180.40,False
431,110,4,2026-01-07,4,180.40,True
432,111,1,2026-01-10,4,131.01,False
433,111,2,2026-01-10,4,131.01,False
434,111,3,2026-01-10,4,131.01,True
435,111,4,2026-01-10,4,131.01,False
436,112,1,2026-01-11,4,24.64,False
437,112,2,2026-01-11,4,24.66,False
438,112,3,2026-01-11,4,24.66,True
439,112,4,2026-01-11,4,24.66,False
440,113,1,2026-01-13,4,49.10,True
441,113,2,2026-01-13,4,49.10,False
442,113,3,2026-01-13,4,49.10,False
443,113,4,2026-01-13,4,49.10,False
444,114,1,2026-01-13,5,17.12,False
445,114,2,2026-01-13,5,17.12,False
446,114,3,2026-01-13,5,17.12,True
447,114,4,2026-01-13,5,17.12,False
448,115,1,2026-01-13,6,49.77,False
449,115,2,2026-01-13,6,49.78,False
450,115,3,2026-01-13,6,49.78,True
451,115,4,2026-01-13,6,49.78,False
452,116,2,2026-01-15,7,28.95,False
453,116,4,2026-01-15,7,28.94,False
454,116,1,2026-01-15,7,28.94,True
455,116,3,2026-01-15,7,28.94,False
456,116,5,2026-01-15,7,28.94,False
457,117,1,2026-01-16,4,87.45,False
458,117,2,2026-01-16,4,87.43,False
459,117,3,2026-01-16,4,87.43,False
460,117,4,2026-01-16,4,87.43,True
461,117,5,2026-01-16,4,87.43,False
462,118,1,2026-01-17,4,45.78,False
463,118,2,2026-01-17,4,45.77,False
464,118,3,2026-01-17,4,45.77,True
465,118,4,2026-01-17,4,45.77,False
466,118,5,2026-01-17,4,45.77,False
467,119,4,2026-01-17,6,33.18,True
468,119,3,2026-01-17,6,33.18,False
469,119,2,2026-01-17,6,33.18,False
470,119,5,2026-01-17,6,33.18,False
471,120,1,2026-01-17,7,47.16,False
472,120,2,2026-01-17,7,47.14,False
473,120,3,2026-01-17,7,47.14,False
474,120,4,2026-01-17,7,47.14,True
475,120,5,2026-01-17,7,47.14,False
476,121,1,2026-01-19,5,38.71,True
477,121,2,2026-01-19,5,38.73,False
478,121,3,2026-01-19,5,38.73,False
479,121,4,2026-01-19,5,38.73,False
480,121,5,2026-01-19,5,38.73,False
481,122,1,2026-01-21,7,33.57,False
482,122,2,2026-01-21,7,33.59,False
483,122,3,2026-01-21,7,33.59,False
484,122,4,2026-01-21,7,33.59,False
485,122,5,2026-01-21,7,33.59,True
486,123,1,2026-01-23,4,77.96,False
487,123,2,2026-01-23,4,77.98,False
488,123,3,2026-01-23,4,77.98,True
489,123,4,2026-01-23,4,77.98,False
490,123,5,2026-01-23,4,77.98,False
491,124,1,2026-01-24,4,155.25,True
492,124,2,2026-01-24,4,155.26,False
493,124,3,2026-01-24,4,155.26,False
494,124,4,2026-01-24,4,155.26,False
495,124,5,2026-01-24,4,155.26,False
496,125,1,2026-01-25,4,128.35,False
497,125,2,2026-01-25,4,128.36,False
498,125,3,2026-01-25,4,128.36,False
499,125,4,2026-01-25,4,128.36,True
500,125,5,2026-01-25,4,128.36,False
501,126,1,2026-01-26,4,71.93,True
502,126,2,2026-01-26,4,71.94,False
503,126,3,2026-01-26,4,71.94,False
504,126,4,2026-01-26,4,71.94,False
505,126,5,2026-01-26,4,71.94,False
506,127,1,2026-01-28,4,88.82,False
507,127,2,2026-01-28,4,88.84,False
508,127,3,2026-01-28,4,88.84,False
509,127,4,2026-01-28,4,88.84,False
510,127,5,2026-01-28,4,88.84,True
511,128,1,2026-01-31,5,38.94,False
512,128,2,2026-01-31,5,38.93,False
513,128,3,2026-01-31,5,38.93,False
514,128,4,2026-01-31,5,38.93,False
515,128,5,2026-01-31,5,38.93,True
516,129,1,2026-02-01,1,1680.00,True
517,129,2,2026-02-01,1,1680.00,False
518,129,3,2026-02-01,1,1680.00,False
519,129,4,2026-02-01,1,1680.00,False
520,129,5,2026-02-01,1,1680.00,False
521,130,1,2026-02-01,2,235.47,True
522,130,2,2026-02-01,2,235.47,False
523,130,3,2026-02-01,2,235.47,False
524,130,4,2026-02-01,2,235.47,False
525,130,5,2026-02-01,2,235.47,False
526,131,1,2026-02-01,3,67.79,False
527,131,2,2026-02-01,3,67.78,False
528,131,3,2026-02-01,3,67.78,True
529,131,4,2026-02-01,3,67.78,False
530,131,5,2026-02-01,3,67.78,False
531,132,2,2026-02-01,6,194.57,False
532,132,3,2026-02-01,6,194.57,False
533,133,1,2026-02-02,4,121.33,False
534,133,2,2026-02-02,4,121.33,False
535,133,3,2026-02-02,4,121.33,False
536,133,4,2026-02-02,4,121.33,False
537,133,5,2026-02-02,4,121.33,True
538,134,1,2026-02-02,5,9.86,False
539,134,2,2026-02-02,5,9.84,True
540,134,3,2026-02-02,5,9.84,False
541,134,4,2026-02-02,5,9.84,False
542,134,5,2026-02-02,5,9.84,False
543,135,1,2026-02-03,4,90.18,True
544,135,2,2026-02-03,4,90.19,False
545,135,3,2026-02-03,4,90.19,False
546,135,4,2026-02-03,4,90.19,False
547,135,5,2026-02-03,4,90.19,False
548,136,1,2026-02-04,7,94.83,False
549,136,2,2026-02-04,7,94.82,True
550,136,3,2026-02-04,7,94.82,False
551,136,4,2026-02-04,7,94.82,False
552,136,5,2026-02-04,7,94.82,False
553,137,4,2026-02-06,6,85.47,False
554,137,1,2026-02-06,6,85.47,True
555,137,2,2026-02-06,6,85.47,False
556,137,3,2026-02-06,6,85.47,False
557,137,5,2026-02-06,6,85.47,False
558,138,1,2026-02-06,7,51.98,False
559,138,2,2026-02-06,7,51.97,False
560,138,3,2026-02-06,7,51.97,True
561,138,4,2026-02-06,7,51.97,False
562,138,5,2026-02-06,7,51.97,False
563,139,1,2026-02-07,4,56.52,False
564,139,2,2026-02-07,4,56.52,True
565,139,3,2026-02-07,4,56.52,False
566,139,4,2026-02-07,4,56.52,False
567,139,5,2026-02-07,4,56.52,False
568,140,1,2026-02-08,4,91.81,False
569,140,2,2026-02-08,4,91.82,False
570,140,3,2026-02-08,4,91.82,True
571,140,4,2026-02-08,4,91.82,False
572,140,5,2026-02-08,4,91.82,False
573,141,1,2026-02-09,4,127.57,False
574,141,2,2026-02-09,4,127.57,False
575,141,3,2026-02-09,4,127.57,False
576,141,4,2026-02-09,4,127.57,False
577,141,5,2026-02-09,4,127.57,True
578,142,1,2026-02-11,6,46.09,False
579,142,2,2026-02-11,6,46.07,False
580,142,3,2026-02-11,6,46.07,True
581,142,4,2026-02-11,6,46.07,False
582,142,5,2026-02-11,6,46.07,False
583,143,1,2026-02-13,5,62.96,False
584,143,2,2026-02-13,5,62.98,False
585,143,3,2026-02-13,5,62.98,False
586,143,4,2026-02-13,5,62.98,True
587,143,5,2026-02-13,5,62.98,False
588,144,1,2026-02-16,4,26.86,True
589,144,2,2026-02-16,4,26.84,False
590,144,3,2026-02-16,4,26.84,False
591,144,4,2026-02-16,4,26.84,False
592,144,5,2026-02-16,4,26.84,False
593,145,1,2026-02-16,6,29.89,False
594,145,2,2026-02-16,6,29.88,False
595,145,3,2026-02-16,6,29.88,True
596,145,4,2026-02-16,6,29.88,False
597,145,5,2026-02-16,6,29.88,False
598,146,1,2026-02-17,5,23.75,True
599,146,2,2026-02-17,5,23.76,False
600,146,3,2026-02-17,5,23.76,False
601,146,4,2026-02-17,5,23.76,False
602,146,5,2026-02-17,5,23.76,False
603,147,1,2026-02-18,4,133.11,False
604,147,2,2026-02-18,4,133.12,False
605,147,3,2026-02-18,4,133.12,True
606,147,4,2026-02-18,4,133.12,False
607,147,5,2026-02-18,4,133.12,False
608,148,1,2026-02-18,8,242.30,False
609,148,2,2026-02-18,8,242.32,False
610,148,3,2026-02-18,8,242.32,True
611,148,4,2026-02-18,8,242.32,False
612,148,5,2026-02-18,8,242.32,False
613,149,1,2026-02-20,7,61.73,True
614,149,5,2026-02-20,7,61.73,False
615,149,3,2026-02-20,7,61.73,False
616,149,4,2026-02-20,7,61.73,False
617,150,1,2026-02-23,5,27.53,False
618,150,2,2026-02-23,5,27.51,False
619,150,3,2026-02-23,5,27.51,True
620,150,4,2026-02-23,5,27.51,False
621,150,5,2026-02-23,5,27.51,False
622,151,1,2026-02-25,6,90.16,False
623,151,2,2026-02-25,6,90.18,True
624,151,3,2026-02-25,6,90.18,False
625,151,4,2026-02-25,6,90.18,False
626,151,5,2026-02-25,6,90.18,False
627,152,1,2026-02-26,4,79.58,False
628,152,2,2026-02-26,4,79.57,False
629,152,3,2026-02-26,4,79.57,False
630,152,4,2026-02-26,4,79.57,True
631,152,5,2026-02-26,4,79.57,False
632,153,1,2026-02-26,7,93.96,False
633,153,2,2026-02-26,7,93.94,True
634,153,3,2026-02-26,7,93.94,False
635,153,4,2026-02-26,7,93.94,False
636,153,5,2026-02-26,7,93.94,False
637,154,1,2026-02-28,4,136.29,False
638,154,2,2026-02-28,4,136.31,False
639,154,3,2026-02-28,4,136.31,False
640,154,4,2026-02-28,4,136.31,True
641,154,5,2026-02-28,4,136.31,False
642,155,1,2026-03-01,1,1680.00,False
643,155,2,2026-03-01,1,1680.00,True
644,155,3,2026-03-01,1,1680.00,False
645,155,4,2026-03-01,1,1680.00,False
646,155,5,2026-03-01,1,1680.00,False
647,156,1,2026-03-01,2,410.77,False
648,156,2,2026-03-01,2,410.76,False
649,156,3,2026-03-01,2,410.76,False
650,156,4,2026-03-01,2,410.76,True
651,156,5,2026-03-01,2,410.76,False
652,157,1,2026-03-01,3,60.54,False
653,157,2,2026-03-01,3,60.54,False
654,157,3,2026-03-01,3,60.54,False
655,157,4,2026-03-01,3,60.54,False
656,157,5,2026-03-01,3,60.54,True
657,158,1,2026-03-01,4,32.17,False
658,158,2,2026-03-01,4,32.15,True
659,158,3,2026-03-01,4,32.15,False
660,158,4,2026-03-01,4,32.15,False
661,158,5,2026-03-01,4,32.15,False
